chrom	start	end	name	score
Chr1	22575200	22575500	DMR2364	-25.3579720733005
Chr1	22587400	22587900	DMR2365	-50.039254808698
Chr1	22604600	22605000	DMR2366	-27.8394284893809
Chr1	22635000	22635700	DMR2367	-46.5594118951751
Chr1	22637200	22637700	DMR2368	-40.7403539915418
Chr1	22638600	22639200	DMR2369	-32.0927377164172
Chr1	22640000	22640900	DMR2370	-32.3953365020327
Chr1	22642600	22643500	DMR2371	-45.9936055198919
Chr1	22644100	22644800	DMR2372	-37.1285670220793
Chr1	22647300	22647600	DMR2373	-30.0044213551454
Chr1	22650800	22651200	DMR2374	-29.9614411719154
Chr1	22652700	22653600	DMR2375	-33.7565619951623
Chr1	22655100	22655800	DMR2376	-41.4371478705673
Chr1	22656600	22656900	DMR2377	-25.3381628733862
Chr1	22657000	22657300	DMR2378	-28.9181555170821
Chr1	22660100	22660500	DMR2379	-32.793952633355
Chr1	22660800	22661200	DMR2380	-31.1857780987106
Chr1	22661500	22661900	DMR2381	-27.6483497246185
Chr1	22669600	22670700	DMR2382	-51.2219931660816
Chr1	22675100	22675700	DMR2383	-47.1745160160726
Chr1	22676200	22676600	DMR2384	-27.2539619511504
Chr1	22687500	22688000	DMR2385	-37.340152283381
Chr1	22690200	22690500	DMR2386	-31.8426501035197
Chr1	22700700	22701000	DMR2387	-26.173986013986
Chr1	22721100	22721600	DMR2388	-54.6931361284787
Chr1	22728100	22728400	DMR2389	28.8489288489288
Chr1	22746700	22747200	DMR2390	-34.3148459421927
Chr1	22747500	22748100	DMR2391	-26.6215581188048
Chr1	22771000	22771300	DMR2392	-33.6335728317911
Chr1	22783000	22785200	DMR2393	-32.1946302072532
Chr1	22785600	22786100	DMR2394	-44.8789305292784
Chr1	22810800	22811500	DMR2395	-32.7077282661885
Chr1	22811600	22812100	DMR2396	-34.5747192959649
Chr1	22826000	22826500	DMR2397	-31.7698145585644
Chr1	22829100	22829400	DMR2398	38.8888888888889
Chr1	22857300	22857600	DMR2399	-36.3555887519537
Chr1	22858700	22859500	DMR2400	-35.7376671395054
Chr1	22861200	22862300	DMR2401	-31.7079234820089
Chr1	22863400	22863900	DMR2402	-32.4194950442428
Chr1	22873500	22873800	DMR2403	-26.4755777479035
Chr1	22876400	22876900	DMR2404	-27.4569689168421
Chr1	22882700	22883900	DMR2405	-34.4107710099597
Chr1	22911800	22912800	DMR2406	-35.2894083086487
Chr1	22921800	22922300	DMR2407	-36.229368036829
Chr1	22922900	22923200	DMR2408	-27.8187476555011
Chr1	22964100	22964400	DMR2409	32.5431165823633
Chr1	22964800	22965100	DMR2410	-29.1678568028182
Chr1	22965800	22966700	DMR2411	-35.3437255545239
Chr1	22982400	22983500	DMR2412	-47.8356811283971
Chr1	22996200	22996600	DMR2413	-31.4596703422428
Chr1	22998500	22999000	DMR2414	-28.3218789259252
Chr1	23004700	23005000	DMR2415	-25.2079073052887
Chr1	23026800	23027300	DMR2416	-35.3011350840281
Chr1	23030000	23030500	DMR2417	36.0136209143724
Chr1	23031900	23032500	DMR2418	-41.0233046023695
Chr1	23034200	23035200	DMR2419	-33.37901415924
Chr1	23047700	23048200	DMR2420	-39.1913273298332
Chr1	23048800	23049300	DMR2421	-44.1622394161631
Chr1	23084800	23085500	DMR2422	-34.0347332859409
Chr1	23085700	23086300	DMR2423	-36.0088590029073
Chr1	23119000	23119600	DMR2424	26.5144176205602
Chr1	23148900	23149400	DMR2425	-37.0027831959101
Chr1	23178200	23178500	DMR2426	-32.037873630794
Chr1	23193100	23194100	DMR2427	-34.2906499540864
Chr1	23204700	23205200	DMR2428	-35.5519773686641
Chr1	23207900	23208300	DMR2429	-32.3877085648496
Chr1	23208700	23209400	DMR2430	-35.1344097053647
Chr1	23216500	23217000	DMR2431	-27.3025094486484
Chr1	23217300	23217600	DMR2432	-25.0738702594269
Chr1	23225300	23225600	DMR2433	-26.3282129498493
Chr1	23228000	23228800	DMR2434	-47.0694032637554
Chr1	23229600	23230000	DMR2435	-36.4897281414743
Chr1	23232000	23232500	DMR2436	-30.5236767179689
Chr1	23234400	23234800	DMR2437	-27.0047524978991
Chr1	23235200	23235500	DMR2438	-31.4559222103762
Chr1	23242700	23243000	DMR2439	-27.6145637162586
Chr1	23265000	23265800	DMR2440	-40.9449838046143
Chr1	23273400	23273700	DMR2441	29.3726379440665
Chr1	23275300	23276000	DMR2442	-41.2215714787196
Chr1	23299900	23300300	DMR2443	-36.4968680107175
Chr1	23302400	23302700	DMR2444	-34.6677290150308
Chr1	23302900	23303500	DMR2445	-26.0521894012353
Chr1	23304400	23304700	DMR2446	-27.3105250653362
Chr1	23305000	23305400	DMR2447	-32.5099865033551
Chr1	23316400	23317500	DMR2448	-41.018695226288
Chr1	23318600	23319200	DMR2449	-31.8892185663383
Chr1	23324800	23325600	DMR2450	-35.6294651303784
Chr1	23329600	23330400	DMR2451	-38.8188630137104
Chr1	23348900	23350600	DMR2452	-56.232423594624
Chr1	23350800	23351100	DMR2453	-26.3672780940333
Chr1	23356000	23356400	DMR2454	-27.7193715373543
Chr1	23356700	23357500	DMR2455	-32.7481268095137
Chr1	23358300	23359900	DMR2456	-49.7242123413232
Chr1	23376800	23377300	DMR2457	-30.5255039336512
Chr1	23406200	23406600	DMR2458	30.7636585733504
Chr1	23407000	23407700	DMR2459	-28.3601116236646
Chr1	23409000	23409800	DMR2460	-51.7621941876018
Chr1	23413800	23414100	DMR2461	-28.2352941176471
Chr1	23422400	23422700	DMR2462	-29.2496989111136
Chr1	23426700	23427200	DMR2463	-37.730587201383
Chr1	23440500	23440800	DMR2464	-27.93068936827
Chr1	23464100	23465000	DMR2465	-39.5522329108357
Chr1	23465400	23465800	DMR2466	-29.1533457605086
Chr1	23467400	23467900	DMR2467	-33.4669841036434
Chr1	23469700	23470200	DMR2468	-32.9778284380012
Chr1	23472000	23472800	DMR2469	-35.9110487108055
Chr1	23479600	23480200	DMR2470	41.6014877839575
Chr1	23483900	23484200	DMR2471	-29.0563969352859
Chr1	23490100	23490600	DMR2472	-48.641404108925
Chr1	23492200	23492500	DMR2473	-28.9473684210526
Chr1	23523500	23524100	DMR2474	-33.0242602688644
Chr1	23524400	23524900	DMR2475	-35.5907443032745
Chr1	23525000	23525500	DMR2476	-33.4575426308308
Chr1	23525600	23526500	DMR2477	-27.8252090547957
Chr1	23533700	23534100	DMR2478	-27.3570191267288
Chr1	23537400	23538000	DMR2479	-31.6891017675377
Chr1	23545300	23545700	DMR2480	-27.0671999785835
Chr1	23546100	23546700	DMR2481	-42.0652835474307
Chr1	23548200	23548800	DMR2482	-37.2445314029511
Chr1	23549300	23549700	DMR2483	-34.825066626961
Chr1	23549800	23550300	DMR2484	-43.44833949643
Chr1	23551000	23551500	DMR2485	-25.4763145844092
Chr1	23551800	23552300	DMR2486	-28.1642778064779
Chr1	23552400	23552700	DMR2487	-27.192010219362
Chr1	23557500	23558000	DMR2488	-29.6981528861283
Chr1	23558200	23558900	DMR2489	-34.2420898732361
Chr1	23560800	23561600	DMR2490	-30.6543365205049
Chr1	23567600	23568200	DMR2491	-32.8626144825283
Chr1	23583500	23584000	DMR2492	-42.1495432463798
Chr1	23589000	23589300	DMR2493	-26.366268548679
Chr1	23590400	23590700	DMR2494	-26.2363252511036
Chr1	23590900	23591200	DMR2495	-29.921968787515
Chr1	23591300	23591600	DMR2496	-33.3530571992111
Chr1	23591800	23593200	DMR2497	-38.5496622700616
Chr1	23593500	23595000	DMR2498	-42.3593092043922
Chr1	23604600	23606100	DMR2499	-41.6184993983887
Chr1	23608500	23609400	DMR2500	-40.7337788977054
Chr1	23612500	23613000	DMR2501	44.1183119472797
Chr1	23616000	23617000	DMR2502	-56.1901742124915
Chr1	23619300	23619700	DMR2503	-28.9042768484949
Chr1	23624800	23626200	DMR2504	-36.1568495251088
Chr1	23627900	23629200	DMR2505	-33.6811222597757
Chr1	23647000	23647500	DMR2506	-34.8658695745562
Chr1	23648200	23648700	DMR2507	-32.8674384865774
Chr1	23657800	23658300	DMR2508	-39.659748889511
Chr1	23658700	23659400	DMR2509	-55.8376390237685
Chr1	23659900	23660800	DMR2510	-47.9994430575324
Chr1	23660900	23662200	DMR2511	-48.9322486940703
Chr1	23662500	23662800	DMR2512	-26.8262418444542
Chr1	23665600	23666000	DMR2513	-36.2149399783808
Chr1	23672200	23672900	DMR2514	-32.7450547812739
Chr1	23673000	23673500	DMR2515	-35.1017010257284
Chr1	23711200	23711600	DMR2516	-25.6708285381966
Chr1	23731300	23731600	DMR2517	-37.1388977720925
Chr1	23731800	23732300	DMR2518	-42.4075695289902
Chr1	23732400	23733000	DMR2519	-44.3641822511264
Chr1	23741500	23742400	DMR2520	-40.8283995724064
Chr1	23758500	23758900	DMR2521	-32.8839825588783
Chr1	23764100	23765600	DMR2522	-39.7064389076774
Chr1	23793000	23793700	DMR2523	11.9602373018386
Chr1	23804000	23806100	DMR2524	-40.8452716220481
Chr1	23810400	23810700	DMR2525	-28.6713286713287
Chr1	23822700	23823400	DMR2526	-37.4320474070489
Chr1	23825400	23825900	DMR2527	-36.8761874484335
Chr1	23841200	23841900	DMR2528	-27.5086202711152
Chr1	23842200	23842500	DMR2529	-27.1620227038184
Chr1	23842600	23843600	DMR2530	-36.3603246978081
Chr1	23848100	23848600	DMR2531	-33.6511796050045
Chr1	23856100	23856800	DMR2532	27.9745092674911
Chr1	23864600	23865400	DMR2533	-38.9317877201665
Chr1	23866700	23867500	DMR2534	-52.787837579555
Chr1	23869000	23869500	DMR2535	-28.7509247944654
Chr1	23872600	23873400	DMR2536	-34.9726307684053
Chr1	23900600	23901400	DMR2537	-44.2438019201788
Chr1	23901700	23902100	DMR2538	-35.132807867095
Chr1	23915600	23916400	DMR2539	43.8918745270796
Chr1	23924500	23924800	DMR2540	-25.9184207637816
Chr1	23935200	23935800	DMR2541	-36.2894674548289
Chr1	23938200	23938500	DMR2542	-25.5307612095933
Chr1	23938700	23939200	DMR2543	-30.899085115978
Chr1	23944100	23944400	DMR2544	-29.3804591393424
Chr1	23944500	23945000	DMR2545	-48.6816812418793
Chr1	23947000	23947300	DMR2546	26.3095238095238
Chr1	23957400	23958000	DMR2547	-57.1851981342335
Chr1	23961800	23962300	DMR2548	-34.6345213234159
Chr1	23969600	23970100	DMR2549	-27.3925733842649
Chr1	23970200	23970500	DMR2550	-33.7048273325979
Chr1	23971000	23971800	DMR2551	-44.3612875957772
Chr1	23979300	23979900	DMR2552	-37.1865038768069
Chr1	23980400	23981200	DMR2553	-30.0548894627036
Chr1	23981300	23981600	DMR2554	-25.2519699468572
Chr1	23982400	23983200	DMR2555	-56.8607100042619
Chr1	23983300	23984100	DMR2556	-20.4318027394458
Chr1	23985300	23985800	DMR2557	-51.2419628648006
Chr1	23997600	23998000	DMR2558	-27.6040331390638
Chr1	24021300	24022000	DMR2559	-37.4360045359431
Chr1	24023800	24024500	DMR2560	-53.2551862975159
Chr1	24024800	24025800	DMR2561	-30.7528217538427
Chr1	24051800	24052300	DMR2562	-47.4418406343549
Chr1	24063600	24064000	DMR2563	28.2413093923135
Chr1	24065700	24066200	DMR2564	-34.2809908558605
Chr1	24066300	24068500	DMR2565	-45.6252729900219
Chr1	24069300	24069800	DMR2566	-40.3026963567585
Chr1	24069900	24070300	DMR2567	-29.4250106521027
Chr1	24070400	24071700	DMR2568	-37.4577640372658
Chr1	24072100	24072600	DMR2569	-35.1182493270729
Chr1	24073000	24073400	DMR2570	-61.0809045289966
Chr1	24073900	24074200	DMR2571	-27.4915314672847
Chr1	24074300	24074700	DMR2572	-29.3933712060446
Chr1	24075300	24076800	DMR2573	-43.0147151114476
Chr1	24078000	24078400	DMR2574	-30.0346602878719
Chr1	24079000	24079300	DMR2575	-38.8906896485976
Chr1	24079400	24079700	DMR2576	-32.1605620547391
Chr1	24080400	24081300	DMR2577	-34.504390273097
Chr1	24087300	24088000	DMR2578	-51.7417533857808
Chr1	24094300	24094800	DMR2579	-30.392390677875
Chr1	24099400	24100000	DMR2580	-38.6561324605695
Chr1	24100100	24100500	DMR2581	-26.9812138076538
Chr1	24107200	24107900	DMR2582	-46.6990485539315
Chr1	24108000	24108700	DMR2583	-55.0830475341501
Chr1	24130600	24131100	DMR2584	-33.6284443344302
Chr1	24131600	24133200	DMR2585	-37.3900885648734
Chr1	24133700	24134000	DMR2586	-34.4910788136595
Chr1	24140800	24141300	DMR2587	-41.6719665503313
Chr1	24141500	24141900	DMR2588	-29.3185038292709
Chr1	24142200	24143000	DMR2589	-32.8970732111954
Chr1	24144000	24144800	DMR2590	-47.5822768232102
Chr1	24150700	24151500	DMR2591	-47.5962122279196
Chr1	24152200	24153200	DMR2592	-38.1592627402915
Chr1	24154900	24155400	DMR2593	-29.7685652460527
Chr1	24159900	24160400	DMR2594	-44.6261635852358
Chr1	24160800	24161500	DMR2595	-40.449153994903
Chr1	24161800	24162100	DMR2596	-28.4280089988751
Chr1	24173000	24173500	DMR2597	-56.3621777539773
Chr1	24174000	24174700	DMR2598	-36.0447286598513
Chr1	24178300	24178700	DMR2599	-28.7412814978126
Chr1	24179100	24179800	DMR2600	43.1462910218557
Chr1	24180200	24180500	DMR2601	-25.2435815375862
Chr1	24193300	24193600	DMR2602	-28.7325739544373
Chr1	24194600	24195100	DMR2603	-29.8090384031574
Chr1	24195300	24195700	DMR2604	-38.922049218571
Chr1	24221500	24222100	DMR2605	-37.289625192727
Chr1	24223700	24224300	DMR2606	32.2890591341543
Chr1	24226600	24227100	DMR2607	-36.7365501615609
Chr1	24227200	24228000	DMR2608	-37.843232231196
Chr1	24230200	24230800	DMR2609	-59.8727773864074
Chr1	24238900	24239200	DMR2610	-34.0116170830696
Chr1	24239300	24239600	DMR2611	-27.8312969924812
Chr1	24239900	24240700	DMR2612	-49.4456937125119
Chr1	24240800	24241300	DMR2613	-57.8064516129032
Chr1	24242900	24243400	DMR2614	-34.2322135852177
Chr1	24246500	24247300	DMR2615	-42.9673588036641
Chr1	24280200	24280500	DMR2616	-25.1004749725977
Chr1	24287800	24288100	DMR2617	-37.5511875511876
Chr1	24301500	24302000	DMR2618	-39.9935725525363
Chr1	24302500	24303000	DMR2619	-33.835993013797
Chr1	24303800	24304900	DMR2620	-42.9861479093687
Chr1	24306800	24309200	DMR2621	-43.3171519470594
Chr1	24310800	24311800	DMR2622	-45.2620727332156
Chr1	24312600	24312900	DMR2623	69.8814229249012
Chr1	24321100	24321500	DMR2624	-30.3031299581785
Chr1	24321800	24322100	DMR2625	-28.6004013492165
Chr1	24329700	24330100	DMR2626	-34.8491593653801
Chr1	24330800	24331100	DMR2627	-31.2771595124536
Chr1	24346000	24347500	DMR2628	-55.6968461558839
Chr1	24362400	24363200	DMR2629	-8.5337001710261
Chr1	24363900	24364600	DMR2630	-50.6354560395496
Chr1	24372500	24373000	DMR2631	-35.6959222507268
Chr1	24377900	24378400	DMR2632	-49.038572816697
Chr1	24379100	24379400	DMR2633	-27.3526340218148
Chr1	24381200	24381800	DMR2634	-30.6783795545866
Chr1	24382500	24382800	DMR2635	-33.1745626822157
Chr1	24384400	24385300	DMR2636	55.57139335831
Chr1	24415900	24416500	DMR2637	-37.2352742777957
Chr1	24418700	24419100	DMR2638	41.783498329657
Chr1	24422100	24422400	DMR2639	30.9887233185663
Chr1	24434900	24435500	DMR2640	-33.3169395568305
Chr1	24465000	24465300	DMR2641	-28.925863408622
Chr1	24475100	24475600	DMR2642	-33.3760266376094
Chr1	24477600	24478200	DMR2643	-29.0785529278511
Chr1	24478300	24478800	DMR2644	-30.6075684845592
Chr1	24479100	24479700	DMR2645	-42.9664633695341
Chr1	24486000	24486600	DMR2646	-35.4771766704282
Chr1	24491700	24492400	DMR2647	-37.9631131307303
Chr1	24495200	24495500	DMR2648	29.3980277682382
Chr1	24513000	24513400	DMR2649	-25.9607829095357
Chr1	24525900	24527700	DMR2650	-42.8966572165638
Chr1	24536600	24537000	DMR2651	-28.7589143754859
Chr1	24547000	24547700	DMR2652	-43.5265610596167
Chr1	24548700	24549100	DMR2653	-26.2675929867706
Chr1	24549300	24550000	DMR2654	-35.8575418094076
Chr1	24550200	24550600	DMR2655	-32.7842892418004
Chr1	24572200	24573000	DMR2656	-32.0805497232561
Chr1	24603200	24603500	DMR2657	-27.3031825795645
Chr1	24633700	24634100	DMR2658	-30.6498280952746
Chr1	24643100	24643700	DMR2659	-43.659529128913
Chr1	24683400	24684100	DMR2660	-31.8715154490257
Chr1	24690800	24691300	DMR2661	-28.3605057065825
Chr1	24693500	24693800	DMR2662	-32.9420112236341
Chr1	24693900	24694300	DMR2663	-30.6622682125937
Chr1	24695800	24696600	DMR2664	-36.2501648975744
Chr1	24696700	24697000	DMR2665	-30.9512896370682
Chr1	24697200	24697700	DMR2666	-52.9581270752268
Chr1	24715000	24715600	DMR2667	-39.5510858289054
Chr1	24717200	24717500	DMR2668	25.0573163224149
Chr1	24722200	24724800	DMR2669	38.09878537773
Chr1	24727500	24727800	DMR2670	25.4083484573503
Chr1	24728000	24728900	DMR2671	32.2277210852514
Chr1	24730800	24731200	DMR2672	-28.4690113004524
Chr1	24731300	24731600	DMR2673	-32.7880541138433
Chr1	24734700	24735200	DMR2674	-32.1623043555009
Chr1	24735900	24736500	DMR2675	-36.7717242854531
Chr1	24738600	24739300	DMR2676	-30.9656430722743
Chr1	24743300	24743800	DMR2677	-43.5789165637569
Chr1	24774300	24775000	DMR2678	-32.5861944544537
Chr1	24779100	24779600	DMR2679	-31.572222078116
Chr1	24795200	24796100	DMR2680	-41.243326969218
Chr1	24809900	24810300	DMR2681	25.0836994775824
Chr1	24813900	24814600	DMR2682	-59.8179646778135
Chr1	24815700	24816100	DMR2683	-38.0592984435023
Chr1	24816900	24817400	DMR2684	-25.8213077303175
Chr1	24819700	24820400	DMR2685	-35.3170410286427
Chr1	24837300	24838900	DMR2686	42.6218569112303
Chr1	24844300	24845000	DMR2687	37.5457978366279
Chr1	24853000	24853300	DMR2688	-32.4461189434451
Chr1	24857700	24858000	DMR2689	29.7012956259937
Chr1	24858100	24858800	DMR2690	39.2438842883054
Chr1	24862400	24862900	DMR2691	-27.8782773755951
Chr1	24863900	24864400	DMR2692	-38.1678834483252
Chr1	24866600	24867000	DMR2693	36.4251673880357
Chr1	24867400	24867700	DMR2694	-34.0500761292505
Chr1	24885500	24886100	DMR2695	-34.1236015409263
Chr1	24886200	24886800	DMR2696	-51.1096854175409
Chr1	24887600	24888000	DMR2697	-35.5610437007688
Chr1	24888700	24889200	DMR2698	-34.786587371688
Chr1	24889400	24890200	DMR2699	-42.8566602204799
Chr1	24934700	24935300	DMR2700	-33.6617384128497
Chr1	24953800	24954300	DMR2701	-42.9594313496661
Chr1	24960600	24961000	DMR2702	-28.3896250693876
Chr1	25020400	25021300	DMR2703	-41.1472273539792
Chr1	25032900	25033400	DMR2704	39.6315470175297
Chr1	25037400	25037900	DMR2705	57.7396502440352
Chr1	25045900	25046200	DMR2706	-45.2643948296122
Chr1	25071400	25072300	DMR2707	-34.8277359835643
Chr1	25073600	25074100	DMR2708	-30.8481587448856
Chr1	25074500	25075100	DMR2709	-38.928430736496
Chr1	25075400	25076000	DMR2710	-32.5640495255502
Chr1	25076600	25076900	DMR2711	-31.588567630442
Chr1	25077800	25078200	DMR2712	-32.5822179458226
Chr1	25078700	25079800	DMR2713	-32.2087592912029
Chr1	25080100	25081600	DMR2714	-37.9140479008763
Chr1	25082500	25083200	DMR2715	-27.8696741528235
Chr1	25083700	25084500	DMR2716	-32.0307110957652
Chr1	25084700	25085600	DMR2717	-41.7571666934154
Chr1	25086300	25086600	DMR2718	-30.749354005168
Chr1	25087800	25088700	DMR2719	-50.1033219398817
Chr1	25090000	25090300	DMR2720	-34.7009489719471
Chr1	25090800	25091600	DMR2721	-29.2120153822086
Chr1	25092100	25092400	DMR2722	-30.4095130679366
Chr1	25092700	25093200	DMR2723	-33.9074258305125
Chr1	25093500	25095000	DMR2724	-48.5876107667942
Chr1	25101800	25102600	DMR2725	-33.0334639211326
Chr1	25103300	25103900	DMR2726	-48.9102200849867
Chr1	25104000	25104300	DMR2727	-26.6653564175407
Chr1	25104400	25104800	DMR2728	-25.0396018223704
Chr1	25104900	25105400	DMR2729	-42.44019626554
Chr1	25105900	25106400	DMR2730	-45.0609466040738
Chr1	25106600	25107500	DMR2731	-43.4412627790877
Chr1	25108000	25108800	DMR2732	-30.0381442426165
Chr1	25109400	25110500	DMR2733	-40.5729454474571
Chr1	25111200	25112000	DMR2734	-51.9799791679771
Chr1	25113200	25113700	DMR2735	-36.0885947840703
Chr1	25114000	25115500	DMR2736	-43.3191041652913
Chr1	25115600	25116800	DMR2737	-33.9344797119616
Chr1	25128200	25128700	DMR2738	-36.2406937702786
Chr1	25128900	25129400	DMR2739	-33.7646219021101
Chr1	25130900	25131600	DMR2740	-38.0476251203407
Chr1	25133300	25133900	DMR2741	-38.2355461231543
Chr1	25141500	25142600	DMR2742	-53.8754958352078
Chr1	25143000	25143400	DMR2743	-33.5087926532195
Chr1	25148800	25149300	DMR2744	-50.3614165358988
Chr1	25152000	25152300	DMR2745	-27.7352637021717
Chr1	25153400	25153800	DMR2746	-56.1488164505934
Chr1	25163900	25164400	DMR2747	-33.3823534091852
Chr1	25181400	25182000	DMR2748	-37.8093278765475
Chr1	25182100	25182800	DMR2749	-52.9687566011428
Chr1	25188500	25189800	DMR2750	-41.6295339593235
Chr1	25194200	25195100	DMR2751	-38.9285577290783
Chr1	25198200	25198700	DMR2752	-36.8631079243551
Chr1	25199000	25199700	DMR2753	-26.9498244176383
Chr1	25200300	25201200	DMR2754	-44.3260952484631
Chr1	25201600	25201900	DMR2755	-25.917719795575
Chr1	25205700	25207300	DMR2756	-38.2368551206082
Chr1	25208000	25208500	DMR2757	-33.2320646627142
Chr1	25210900	25211500	DMR2758	-40.134370699536
Chr1	25234900	25235200	DMR2759	-25.0149758156005
Chr1	25251600	25252200	DMR2760	-43.4336346471947
Chr1	25257500	25258400	DMR2761	-29.5896211867119
Chr1	25259100	25259600	DMR2762	-32.7114472214073
Chr1	25264300	25264800	DMR2763	-37.8431870815282
Chr1	25266800	25269400	DMR2764	38.2559127202638
Chr1	25270000	25270500	DMR2765	-44.8398411671765
Chr1	25277200	25278100	DMR2766	-39.0063882462698
Chr1	25282200	25282700	DMR2767	-30.7157898217667
Chr1	25283100	25284000	DMR2768	-48.7989073747839
Chr1	25284100	25284500	DMR2769	-38.1786540017482
Chr1	25284800	25285800	DMR2770	-45.6044358916859
Chr1	25288500	25289100	DMR2771	-36.6632938647329
Chr1	25290700	25291300	DMR2772	-27.8204821449197
Chr1	25293000	25293300	DMR2773	-27.34375
Chr1	25293400	25294200	DMR2774	-40.6689264292415
Chr1	25309000	25310000	DMR2775	-32.8966210727823
Chr1	25310600	25311000	DMR2776	-29.3273539881261
Chr1	25314700	25315300	DMR2777	-28.2680481858546
Chr1	25327500	25328000	DMR2778	-31.6553960503957
Chr1	25328200	25329600	DMR2779	-41.0431819170504
Chr1	25329700	25330600	DMR2780	-41.4412998609779
Chr1	25331900	25332400	DMR2781	32.6177294772826
Chr1	25332600	25333000	DMR2782	-29.0919720700011
Chr1	25346500	25347000	DMR2783	-44.8941500590956
Chr1	25349900	25350200	DMR2784	-26.704187982361
Chr1	25365800	25367200	DMR2785	-39.334158871153
Chr1	25370000	25370800	DMR2786	-50.1018503256217
Chr1	25371400	25372100	DMR2787	-44.8446664316137
Chr1	25375000	25375500	DMR2788	-48.9427482535883
Chr1	25387100	25388400	DMR2789	-30.800010920566
Chr1	25388900	25390000	DMR2790	-43.1441777569578
Chr1	25413600	25414500	DMR2791	-12.635142873348
Chr1	25419700	25420300	DMR2792	-39.1484715945695
Chr1	25420800	25421700	DMR2793	-39.7104403338805
Chr1	25422100	25422600	DMR2794	-29.9984044001428
Chr1	25435400	25436200	DMR2795	-43.3870243853382
Chr1	25439400	25439800	DMR2796	-29.18685463134
Chr1	25449500	25449900	DMR2797	-32.1858180265425
Chr1	25458300	25458900	DMR2798	-34.5545368834019
Chr1	25459400	25461000	DMR2799	-36.9524342445073
Chr1	25468500	25468800	DMR2800	-26.9321109283869
Chr1	25475800	25476100	DMR2801	-26.6910669227258
Chr1	25476300	25476700	DMR2802	-29.924250032682
Chr1	25478600	25478900	DMR2803	-25.9266680024043
Chr1	25479200	25479500	DMR2804	-25.8484755158608
Chr1	25485100	25485600	DMR2805	-29.4696544112218
Chr1	25498200	25499000	DMR2806	-35.5822070915439
Chr1	25512600	25513500	DMR2807	-34.2583093423196
Chr1	25518800	25519400	DMR2808	-30.6711317063019
Chr1	25522200	25522700	DMR2809	-57.9596323836343
Chr1	25523200	25523700	DMR2810	-32.4588046267769
Chr1	25557400	25557900	DMR2811	-31.1576656528076
Chr1	25560000	25560500	DMR2812	-41.2142748856048
Chr1	25588500	25588900	DMR2813	-26.8112957689806
Chr1	25597800	25598600	DMR2814	-47.4397484273537
Chr1	25632200	25633000	DMR2815	-34.1516293194488
Chr1	25633200	25634100	DMR2816	-32.6470790207356
Chr1	25650600	25650900	DMR2817	-28.7539500926229
Chr1	25651200	25651700	DMR2818	-38.2485655578645
Chr1	25754500	25754800	DMR2819	-31.5663113415922
Chr1	25769600	25770100	DMR2820	-39.1220550606405
Chr1	25770200	25770700	DMR2821	-38.5670909538199
Chr1	25772800	25773200	DMR2822	42.5809325053446
Chr1	25778000	25778400	DMR2823	-27.0166456558447
Chr1	25790100	25790600	DMR2824	-31.8948746337929
Chr1	25791100	25791500	DMR2825	-30.5157581507511
Chr1	25794300	25794700	DMR2826	-29.0916619724539
Chr1	25795400	25796400	DMR2827	-37.6033115129837
Chr1	25796600	25797000	DMR2828	-29.9219002737276
Chr1	25806100	25808400	DMR2829	-35.1750320278406
Chr1	25809200	25809900	DMR2830	-35.2938779881672
Chr1	25836000	25836300	DMR2831	-30.9710293815492
Chr1	25839500	25840000	DMR2832	40.1741783826439
Chr1	25867900	25868400	DMR2833	-30.2900625207276
Chr1	25872900	25874300	DMR2834	-33.2929628364739
Chr1	25899300	25900300	DMR2835	-42.6875257133547
Chr1	25900500	25900800	DMR2836	-32.0555555555556
Chr1	25902800	25903300	DMR2837	-31.771283143509
Chr1	25903500	25903800	DMR2838	-39.495672142731
Chr1	25904000	25904500	DMR2839	-33.3705061107337
Chr1	25906100	25906700	DMR2840	-70.1045889714364
Chr1	25915800	25916300	DMR2841	-34.4644303433412
Chr1	25919800	25920300	DMR2842	-28.0011698144904
Chr1	25920600	25920900	DMR2843	-29.9057501683033
Chr1	25933800	25934300	DMR2844	-31.475972866041
Chr1	25935300	25936200	DMR2845	-41.2418851706163
Chr1	25936400	25938500	DMR2846	-37.9230567529404
Chr1	25938600	25939100	DMR2847	-39.420057285448
Chr1	25939800	25940100	DMR2848	-26.2229210342418
Chr1	25942700	25943500	DMR2849	-30.9947913946867
Chr1	25947500	25948000	DMR2850	-34.7857868627669
Chr1	25965200	25965500	DMR2851	-25.7357373538039
Chr1	25965900	25966200	DMR2852	-25.4508659064577
Chr1	25969000	25970600	DMR2853	-34.8032981234498
Chr1	26006000	26006600	DMR2854	-37.7783962313772
Chr1	26017200	26017900	DMR2855	-47.0809178554657
Chr1	26021100	26021600	DMR2856	-33.0724257597473
Chr1	26021900	26022900	DMR2857	-42.8900852516369
Chr1	26023000	26024600	DMR2858	-42.2228042366241
Chr1	26030800	26031200	DMR2859	-29.0337372818913
Chr1	26034100	26035000	DMR2860	-27.7108849638226
Chr1	26041400	26041800	DMR2861	-30.9678478705648
Chr1	26047500	26048100	DMR2862	-30.6330256655142
Chr1	26050300	26050900	DMR2863	-34.1291201981535
Chr1	26064400	26064900	DMR2864	-45.0661037085166
Chr1	26066200	26067200	DMR2865	-42.0486513661699
